20	0
25	0
31.5	2
40	1
50	0.8
63	0.28
80	2.65
100	2.2
125	1.4
160	2.03
180	2.1
250	4
315	0
400	0
500	4
630	0
800	0
1000	-1
1250	0
1600	0
2000	-7
2500	0
3150	0
4000	-7
5000	0
7000	-3
8000	-6
10000	-6
12500	0
16000	-6
20000	0
